timestamp,sea_level_residual_m,significant_wave_height_m,wave_period_s,swell_direction_deg
2025-05-17 02:00:00,-0.394,1.15,4.78,228.0
2025-05-17 03:00:00,-0.163,0.35,5.06,169.0
2025-05-17 04:00:00,0.257,0.01,5.89,190.0
2025-05-17 05:00:00,-0.263,0.16,5.9,197.0
2025-05-17 06:00:00,-0.788,1.1,4.63,139.0
2025-05-17 07:00:00,-0.054,0.31,7.23,238.0
2025-05-17 08:00:00,-0.35,0.86,6.8,153.0
2025-05-17 09:00:00,-0.275,0.58,4.9,242.0
2025-05-17 10:00:00,-0.153,1.03,5.68,175.0
2025-05-17 11:00:00,-0.849,0.61,8.34,166.0
2025-05-17 12:00:00,-0.291,1.81,6.12,136.0
2025-05-17 13:00:00,-0.395,1.46,6.41,188.0
2025-05-17 14:00:00,0.013,0.57,5.2,270.0
2025-05-17 15:00:00,-0.111,0.52,5.55,197.0
2025-05-17 16:00:00,-0.699,1.95,7.74,191.0
2025-05-17 17:00:00,0.023,0.27,6.07,153.0
2025-05-17 18:00:00,-0.18,0.68,5.85,204.0
2025-05-17 19:00:00,-0.679,0.71,5.94,186.0
2025-05-17 20:00:00,-0.279,0.7,8.98,177.0
2025-05-17 21:00:00,-0.034,0.01,5.98,200.0
2025-05-17 22:00:00,-0.596,0.9,4.93,107.0
2025-05-17 23:00:00,0.052,0.31,5.14,176.0
2025-05-18 00:00:00,-0.613,1.28,6.83,132.0
2025-05-18 01:00:00,-0.432,0.12,4.18,181.0
2025-05-18 02:00:00,-0.47,0.73,6.44,151.0
2025-05-18 03:00:00,0.11,0.18,5.03,154.0
2025-05-18 04:00:00,-0.357,0.16,3.67,127.0
2025-05-18 05:00:00,-0.525,0.37,4.72,225.0
2025-05-18 06:00:00,-0.123,0.42,5.93,153.0
2025-05-18 07:00:00,-0.069,1.29,7.57,155.0
2025-05-18 08:00:00,-0.068,0.69,6.99,241.0
2025-05-18 09:00:00,-0.302,1.22,5.54,203.0
2025-05-18 10:00:00,-0.171,0.55,7.06,99.0
2025-05-18 11:00:00,-0.397,0.94,5.47,235.0
2025-05-18 12:00:00,0.184,0.41,4.14,246.0
2025-05-18 13:00:00,0.052,0.38,5.92,242.0
2025-05-18 14:00:00,0.036,0.03,4.09,207.0
2025-05-18 15:00:00,-0.036,0.84,6.85,136.0
2025-05-18 16:00:00,-0.105,0.81,6.86,178.0
2025-05-18 17:00:00,-0.546,1.01,4.84,122.0
2025-05-18 18:00:00,-0.076,0.79,6.07,145.0
2025-05-18 19:00:00,-0.206,1.51,6.06,136.0
2025-05-18 20:00:00,0.081,0.77,6.94,155.0
2025-05-18 21:00:00,-0.033,1.1,4.4,187.0
2025-05-18 22:00:00,-0.097,0.57,6.62,162.0
2025-05-18 23:00:00,-0.656,0.34,4.32,160.0
2025-05-19 00:00:00,-0.152,0.99,6.79,168.0
2025-05-19 01:00:00,-0.27,0.67,7.14,240.0
2025-05-19 02:00:00,-0.067,1.04,5.06,267.0
2025-05-19 03:00:00,-0.234,0.84,7.33,162.0
2025-05-19 04:00:00,-0.199,0.39,3.97,193.0
2025-05-19 05:00:00,-0.015,1.13,7.18,146.0
2025-05-19 06:00:00,-0.238,0.35,7.59,211.0
2025-05-19 07:00:00,-0.1,0.95,6.28,161.0
2025-05-19 08:00:00,-0.51,1.22,5.63,152.0
2025-05-19 09:00:00,-0.338,0.55,6.24,260.0
2025-05-19 10:00:00,0.034,1.17,5.14,126.0
2025-05-19 11:00:00,-0.438,0.86,9.01,82.0
2025-05-19 12:00:00,0.181,1.04,5.16,209.0
2025-05-19 13:00:00,0.113,0.37,7.44,165.0
2025-05-19 14:00:00,-0.197,0.79,4.97,154.0
2025-05-19 15:00:00,0.62,0.14,7.78,289.0
2025-05-19 16:00:00,0.181,1.39,8.28,209.0
2025-05-19 17:00:00,-0.367,0.1,6.33,178.0
2025-05-19 18:00:00,0.056,0.56,6.21,152.0
2025-05-19 19:00:00,-0.114,0.33,4.71,198.0
2025-05-19 20:00:00,-0.324,0.97,4.57,111.0
2025-05-19 21:00:00,-0.398,1.47,6.22,159.0
2025-05-19 22:00:00,0.119,0.96,7.61,179.0
2025-05-19 23:00:00,-0.28,1.89,5.2,189.0
2025-05-20 00:00:00,-0.025,0.15,8.48,174.0
2025-05-20 01:00:00,-0.23,0.18,5.1,152.0
2025-05-20 02:00:00,-0.187,0.35,6.1,217.0
2025-05-20 03:00:00,-0.032,0.75,6.11,114.0
2025-05-20 04:00:00,0.097,0.29,5.71,169.0
2025-05-20 05:00:00,-0.647,0.4,3.38,159.0
2025-05-20 06:00:00,0.004,0.95,5.09,220.0
2025-05-20 07:00:00,-0.187,0.21,6.07,162.0
2025-05-20 08:00:00,0.351,0.25,5.71,198.0
2025-05-20 09:00:00,0.736,0.55,6.59,193.0
2025-05-20 10:00:00,-0.09,0.58,6.74,107.0
2025-05-20 11:00:00,-0.431,1.11,5.54,177.0
2025-05-20 12:00:00,0.029,0.34,4.67,110.0
2025-05-20 13:00:00,-0.051,0.42,7.69,194.0
2025-05-20 14:00:00,0.493,0.94,4.2,151.0
2025-05-20 15:00:00,0.417,1.03,5.11,227.0
2025-05-20 16:00:00,0.216,1.28,4.81,173.0
2025-05-20 17:00:00,-0.147,0.89,6.72,149.0
2025-05-20 18:00:00,0.169,0.76,7.41,228.0
2025-05-20 19:00:00,0.066,0.93,5.62,145.0
2025-05-20 20:00:00,0.06,0.6,6.1,216.0
2025-05-20 21:00:00,-0.39,0.59,6.34,199.0
2025-05-20 22:00:00,0.265,0.01,7.99,165.0
2025-05-20 23:00:00,0.027,1.06,3.7,127.0
2025-05-21 00:00:00,0.105,0.79,6.69,230.0
2025-05-21 01:00:00,-0.02,1.02,6.25,200.0
2025-05-21 02:00:00,-0.068,0.42,5.35,149.0
2025-05-21 03:00:00,0.209,0.69,6.19,190.0
2025-05-21 04:00:00,-0.307,0.36,6.69,220.0
2025-05-21 05:00:00,0.328,1.31,6.5,184.0
2025-05-21 06:00:00,-0.133,0.95,8.39,190.0
2025-05-21 07:00:00,-0.385,0.8,5.95,221.0
2025-05-21 08:00:00,0.586,0.53,5.83,241.0
2025-05-21 09:00:00,-0.084,0.87,5.58,175.0
2025-05-21 10:00:00,-0.05,0.34,6.46,127.0
2025-05-21 11:00:00,0.414,0.67,5.76,128.0
2025-05-21 12:00:00,0.594,0.48,5.81,152.0
2025-05-21 13:00:00,-0.253,1.61,5.82,143.0
2025-05-21 14:00:00,-0.109,1.29,5.64,113.0
2025-05-21 15:00:00,-0.091,1.13,5.07,254.0
2025-05-21 16:00:00,0.364,0.11,6.3,201.0
2025-05-21 17:00:00,0.54,1.05,5.45,159.0
2025-05-21 18:00:00,-0.14,0.78,6.53,179.0
2025-05-21 19:00:00,0.484,1.2,5.93,109.0
2025-05-21 20:00:00,-0.047,0.84,5.33,226.0
2025-05-21 21:00:00,0.214,0.7,7.67,102.0
2025-05-21 22:00:00,-0.188,0.8,5.67,200.0
2025-05-21 23:00:00,0.1,0.02,6.54,106.0
2025-05-22 00:00:00,0.207,0.4,4.93,163.0
2025-05-22 01:00:00,0.156,0.86,3.33,230.0
2025-05-22 02:00:00,0.331,1.16,5.08,115.0
2025-05-22 03:00:00,-0.017,0.49,3.2,174.0
2025-05-22 04:00:00,0.014,0.69,5.48,205.0
2025-05-22 05:00:00,0.344,0.07,7.53,199.0
2025-05-22 06:00:00,0.57,1.29,4.68,183.0
2025-05-22 07:00:00,0.229,1.15,3.24,200.0
2025-05-22 08:00:00,0.36,0.97,7.57,156.0
2025-05-22 09:00:00,0.424,0.87,5.19,257.0
2025-05-22 10:00:00,0.442,1.33,5.75,116.0
2025-05-22 11:00:00,-0.004,0.39,6.71,226.0
2025-05-22 12:00:00,0.04,0.34,6.39,188.0
2025-05-22 13:00:00,0.062,1.13,6.67,205.0
2025-05-22 14:00:00,0.717,1.11,6.85,212.0
2025-05-22 15:00:00,0.362,0.23,3.67,202.0
2025-05-22 16:00:00,0.35,0.5,4.07,148.0
2025-05-22 17:00:00,0.326,1.38,7.17,169.0
2025-05-22 18:00:00,-0.096,0.87,4.83,122.0
2025-05-22 19:00:00,0.719,1.02,4.96,168.0
2025-05-22 20:00:00,0.354,0.25,4.25,193.0
2025-05-22 21:00:00,0.415,0.97,5.28,204.0
2025-05-22 22:00:00,-0.207,0.14,5.35,196.0
2025-05-22 23:00:00,0.429,0.08,4.64,110.0
2025-05-23 00:00:00,0.203,1.0,4.47,158.0
2025-05-23 01:00:00,-0.038,1.29,6.12,154.0
2025-05-23 02:00:00,0.054,0.61,4.77,128.0
2025-05-23 03:00:00,-0.024,0.49,5.01,147.0
2025-05-23 04:00:00,-0.028,1.4,3.11,180.0
2025-05-23 05:00:00,0.308,0.63,8.06,237.0
2025-05-23 06:00:00,0.196,0.69,6.87,142.0
2025-05-23 07:00:00,0.376,1.39,5.14,135.0
2025-05-23 08:00:00,0.711,0.57,4.66,156.0
2025-05-23 09:00:00,0.26,0.45,5.75,193.0
2025-05-23 10:00:00,-0.269,1.04,5.72,229.0
2025-05-23 11:00:00,0.232,0.43,4.2,177.0
2025-05-23 12:00:00,0.591,0.65,2.67,122.0
2025-05-23 13:00:00,0.271,0.18,5.1,131.0
2025-05-23 14:00:00,0.675,0.79,3.86,188.0
2025-05-23 15:00:00,0.406,0.74,5.94,220.0
2025-05-23 16:00:00,-0.167,1.1,5.95,253.0
2025-05-23 17:00:00,0.32,1.05,4.57,133.0
2025-05-23 18:00:00,0.367,0.93,5.09,186.0
2025-05-23 19:00:00,0.563,0.87,7.85,139.0
2025-05-23 20:00:00,0.747,0.68,6.67,144.0
2025-05-23 21:00:00,0.519,0.96,5.19,141.0
2025-05-23 22:00:00,0.403,0.27,8.49,167.0
2025-05-23 23:00:00,0.462,0.23,4.3,145.0
2025-05-24 00:00:00,0.25,1.18,4.73,279.0
2025-05-24 01:00:00,-0.073,0.98,5.57,162.0
2025-05-24 02:00:00,0.303,0.66,3.87,220.0
2025-05-24 03:00:00,0.384,1.14,7.85,154.0
2025-05-24 04:00:00,-0.008,0.42,5.93,269.0
2025-05-24 05:00:00,0.624,0.43,4.76,194.0
2025-05-24 06:00:00,0.544,0.38,6.24,213.0
2025-05-24 07:00:00,-0.05,0.94,5.88,156.0
2025-05-24 08:00:00,0.634,0.08,5.34,219.0
2025-05-24 09:00:00,0.215,0.41,4.26,193.0
2025-05-24 10:00:00,0.098,0.83,3.98,165.0
2025-05-24 11:00:00,0.562,0.23,8.33,137.0
2025-05-24 12:00:00,0.28,0.45,4.08,170.0
2025-05-24 13:00:00,0.767,0.17,7.74,167.0
2025-05-24 14:00:00,0.079,0.96,4.69,215.0
2025-05-24 15:00:00,-0.14,0.44,6.65,171.0
2025-05-24 16:00:00,0.222,0.27,6.26,103.0
2025-05-24 17:00:00,0.49,0.2,6.5,206.0
2025-05-24 18:00:00,0.061,0.55,6.58,232.0
2025-05-24 19:00:00,-0.04,0.08,3.77,113.0
2025-05-24 20:00:00,0.35,1.49,4.89,252.0
2025-05-24 21:00:00,-0.073,0.24,4.06,236.0
2025-05-24 22:00:00,0.369,0.53,5.93,155.0
2025-05-24 23:00:00,0.207,0.76,4.12,135.0
2025-05-25 00:00:00,0.358,0.41,3.3,222.0
2025-05-25 01:00:00,-0.111,0.8,5.39,125.0
2025-05-25 02:00:00,0.559,0.4,3.03,153.0
2025-05-25 03:00:00,0.189,1.33,5.99,127.0
2025-05-25 04:00:00,0.425,0.27,4.17,180.0
2025-05-25 05:00:00,0.475,0.22,4.67,239.0
2025-05-25 06:00:00,-0.055,0.2,2.94,195.0
2025-05-25 07:00:00,0.455,0.87,7.66,221.0
2025-05-25 08:00:00,-0.122,0.67,3.92,166.0
2025-05-25 09:00:00,-0.108,1.02,5.24,184.0
2025-05-25 10:00:00,0.726,0.92,3.53,131.0
2025-05-25 11:00:00,0.513,0.46,4.68,176.0
2025-05-25 12:00:00,0.753,0.52,7.78,150.0
2025-05-25 13:00:00,0.142,0.56,6.04,174.0
2025-05-25 14:00:00,0.26,1.47,4.81,171.0
2025-05-25 15:00:00,0.366,0.99,5.64,167.0
2025-05-25 16:00:00,0.232,1.47,5.01,264.0
2025-05-25 17:00:00,0.048,1.05,5.57,251.0
2025-05-25 18:00:00,0.011,0.69,6.57,237.0
2025-05-25 19:00:00,0.288,0.31,5.28,252.0
2025-05-25 20:00:00,-0.032,0.8,5.94,237.0
2025-05-25 21:00:00,-0.039,0.69,5.96,179.0
2025-05-25 22:00:00,0.333,0.68,5.29,175.0
2025-05-25 23:00:00,0.211,0.63,4.8,189.0
2025-05-26 00:00:00,0.364,0.1,5.02,172.0
2025-05-26 01:00:00,0.024,1.23,6.49,138.0
2025-05-26 02:00:00,-0.015,0.7,6.59,192.0
2025-05-26 03:00:00,0.236,0.16,4.29,117.0
2025-05-26 04:00:00,-0.073,0.91,5.34,186.0
2025-05-26 05:00:00,-0.034,0.38,4.75,140.0
2025-05-26 06:00:00,-0.024,0.95,6.61,177.0
2025-05-26 07:00:00,0.078,1.07,5.09,188.0
2025-05-26 08:00:00,0.573,1.13,8.29,166.0
2025-05-26 09:00:00,-0.214,0.66,5.91,114.0
2025-05-26 10:00:00,0.454,0.56,7.07,132.0
2025-05-26 11:00:00,0.315,0.47,4.44,198.0
2025-05-26 12:00:00,0.522,0.43,5.67,158.0
2025-05-26 13:00:00,0.914,0.71,6.39,202.0
2025-05-26 14:00:00,0.488,0.64,4.41,180.0
2025-05-26 15:00:00,0.362,0.39,5.68,172.0
2025-05-26 16:00:00,-0.198,0.26,6.91,194.0
2025-05-26 17:00:00,-0.166,0.68,5.26,153.0
2025-05-26 18:00:00,0.22,0.55,4.63,196.0
2025-05-26 19:00:00,-0.294,0.27,7.82,163.0
2025-05-26 20:00:00,0.284,1.05,4.25,281.0
2025-05-26 21:00:00,-0.404,1.43,5.84,135.0
2025-05-26 22:00:00,0.418,1.11,4.8,166.0
2025-05-26 23:00:00,0.05,0.43,4.53,167.0
2025-05-27 00:00:00,0.032,0.71,6.52,126.0
2025-05-27 01:00:00,-0.187,1.34,5.38,209.0
2025-05-27 02:00:00,-0.475,0.26,6.12,163.0
2025-05-27 03:00:00,0.309,1.04,2.92,85.0
2025-05-27 04:00:00,0.334,0.15,6.23,208.0
2025-05-27 05:00:00,-0.088,1.4,4.76,155.0
2025-05-27 06:00:00,0.165,0.55,3.37,176.0
2025-05-27 07:00:00,-0.098,1.62,7.89,207.0
2025-05-27 08:00:00,0.072,1.42,6.35,165.0
2025-05-27 09:00:00,0.19,0.68,5.9,165.0
2025-05-27 10:00:00,0.139,0.44,7.13,279.0
2025-05-27 11:00:00,0.335,0.8,5.93,94.0
2025-05-27 12:00:00,0.13,0.65,4.67,129.0
2025-05-27 13:00:00,0.007,0.57,5.42,136.0
2025-05-27 14:00:00,-0.19,0.06,4.81,252.0
2025-05-27 15:00:00,-0.12,0.52,5.03,154.0
2025-05-27 16:00:00,0.203,0.28,4.12,190.0
2025-05-27 17:00:00,-0.375,0.95,4.46,161.0
2025-05-27 18:00:00,0.276,1.12,6.7,204.0
2025-05-27 19:00:00,-0.07,1.02,6.03,179.0
2025-05-27 20:00:00,-0.205,0.86,5.02,190.0
2025-05-27 21:00:00,-0.275,0.38,4.39,231.0
2025-05-27 22:00:00,0.169,0.81,5.14,198.0
2025-05-27 23:00:00,-0.004,1.04,3.61,151.0
2025-05-28 00:00:00,0.267,0.5,5.76,192.0
2025-05-28 01:00:00,-0.446,0.78,6.74,277.0
2025-05-28 02:00:00,-0.275,0.67,8.45,203.0
2025-05-28 03:00:00,-0.153,1.4,4.28,186.0
2025-05-28 04:00:00,-0.318,1.07,6.69,125.0
2025-05-28 05:00:00,-0.129,0.97,4.76,209.0
2025-05-28 06:00:00,-0.05,0.04,4.25,215.0
2025-05-28 07:00:00,-0.009,0.8,4.25,193.0
2025-05-28 08:00:00,0.246,0.67,5.77,185.0
2025-05-28 09:00:00,-0.456,0.66,4.49,293.0
2025-05-28 10:00:00,-0.046,0.1,4.88,214.0
2025-05-28 11:00:00,-0.292,0.3,5.08,230.0
2025-05-28 12:00:00,-0.023,0.7,4.72,183.0
2025-05-28 13:00:00,-0.022,1.18,4.63,175.0
2025-05-28 14:00:00,-0.377,0.49,2.69,205.0
2025-05-28 15:00:00,-0.355,0.57,5.71,175.0
2025-05-28 16:00:00,-0.002,1.44,5.69,178.0
2025-05-28 17:00:00,-0.124,0.61,4.65,199.0
2025-05-28 18:00:00,-0.185,0.68,6.04,159.0
2025-05-28 19:00:00,0.034,0.68,7.28,189.0
2025-05-28 20:00:00,0.053,0.19,5.63,183.0
2025-05-28 21:00:00,-0.263,0.96,7.2,219.0
2025-05-28 22:00:00,-0.343,0.47,8.29,156.0
2025-05-28 23:00:00,-0.446,0.72,8.64,100.0
2025-05-29 00:00:00,-0.226,0.91,4.16,168.0
2025-05-29 01:00:00,-0.59,1.51,4.17,196.0
2025-05-29 02:00:00,-0.21,0.21,5.05,219.0
2025-05-29 03:00:00,0.07,1.08,5.74,152.0
2025-05-29 04:00:00,-0.323,1.08,7.49,202.0
2025-05-29 05:00:00,-0.369,0.48,6.34,225.0
2025-05-29 06:00:00,0.265,0.97,4.14,210.0
2025-05-29 07:00:00,0.143,1.39,4.85,148.0
2025-05-29 08:00:00,-0.426,0.43,5.54,153.0
2025-05-29 09:00:00,-0.2,0.83,3.8,197.0
2025-05-29 10:00:00,-0.152,0.9,5.6,245.0
2025-05-29 11:00:00,-0.184,0.95,4.16,181.0
2025-05-29 12:00:00,0.219,1.04,3.6,173.0
2025-05-29 13:00:00,-0.213,0.8,4.45,125.0
2025-05-29 14:00:00,-0.175,0.94,6.08,165.0
2025-05-29 15:00:00,-0.062,0.37,6.07,151.0
2025-05-29 16:00:00,0.063,0.8,5.7,181.0
2025-05-29 17:00:00,-0.0,0.54,6.78,119.0
2025-05-29 18:00:00,-0.1,0.24,6.65,167.0
2025-05-29 19:00:00,-0.624,0.53,5.83,140.0
2025-05-29 20:00:00,-0.357,0.84,5.67,218.0
2025-05-29 21:00:00,-0.03,0.91,5.74,146.0
2025-05-29 22:00:00,-0.172,0.23,5.41,157.0
2025-05-29 23:00:00,-0.028,0.36,2.98,191.0
2025-05-30 00:00:00,0.179,1.03,6.93,162.0
2025-05-30 01:00:00,-0.587,0.94,6.04,274.0
2025-05-30 02:00:00,-0.008,1.1,4.11,217.0
2025-05-30 03:00:00,-0.375,1.29,7.28,181.0
2025-05-30 04:00:00,-0.059,0.96,4.86,195.0
2025-05-30 05:00:00,-0.303,0.57,5.44,86.0
2025-05-30 06:00:00,0.239,0.79,6.8,229.0
2025-05-30 07:00:00,-0.26,1.4,5.83,200.0
2025-05-30 08:00:00,-0.453,1.85,7.17,177.0
2025-05-30 09:00:00,-0.188,0.93,5.14,203.0
2025-05-30 10:00:00,-0.211,0.95,7.6,208.0
2025-05-30 11:00:00,-0.008,1.03,4.63,163.0
2025-05-30 12:00:00,-0.18,0.75,7.15,195.0
2025-05-30 13:00:00,0.326,1.21,2.85,222.0
2025-05-30 14:00:00,-0.32,1.14,4.25,198.0
2025-05-30 15:00:00,-0.317,0.88,5.92,170.0
2025-05-30 16:00:00,-0.443,0.61,5.09,192.0
2025-05-30 17:00:00,-0.271,0.13,5.48,235.0
2025-05-30 18:00:00,-0.235,1.03,5.62,211.0
2025-05-30 19:00:00,-0.222,0.83,4.14,133.0
2025-05-30 20:00:00,-0.276,0.45,4.23,203.0
2025-05-30 21:00:00,-0.445,0.29,5.85,198.0
2025-05-30 22:00:00,-0.513,1.0,4.77,227.0
2025-05-30 23:00:00,-0.386,0.1,7.18,181.0
2025-05-31 00:00:00,-0.007,0.87,5.32,165.0
2025-05-31 01:00:00,0.047,1.08,6.41,125.0
2025-05-31 02:00:00,-0.312,0.97,6.08,152.0
2025-05-31 03:00:00,-0.528,0.59,4.83,228.0
2025-05-31 04:00:00,-0.313,0.25,3.17,188.0
2025-05-31 05:00:00,0.23,0.98,6.97,176.0
2025-05-31 06:00:00,-0.043,1.23,4.38,232.0
2025-05-31 07:00:00,-0.155,0.52,5.07,224.0
2025-05-31 08:00:00,-0.052,0.95,5.37,151.0
2025-05-31 09:00:00,0.093,1.38,5.49,228.0
2025-05-31 10:00:00,-0.581,0.88,6.7,114.0
2025-05-31 11:00:00,-0.39,0.59,5.56,198.0
2025-05-31 12:00:00,-0.425,1.16,5.4,194.0
2025-05-31 13:00:00,-0.146,0.45,6.77,226.0
2025-05-31 14:00:00,-0.252,0.23,6.27,195.0
2025-05-31 15:00:00,-0.103,1.07,4.67,170.0
2025-05-31 16:00:00,-0.419,0.58,4.17,173.0
2025-05-31 17:00:00,0.051,0.62,4.56,288.0
2025-05-31 18:00:00,-0.31,0.49,5.49,183.0
2025-05-31 19:00:00,-0.119,0.56,4.06,204.0
2025-05-31 20:00:00,0.006,1.31,5.66,99.0
2025-05-31 21:00:00,-0.014,1.41,5.4,147.0
2025-05-31 22:00:00,-0.202,1.46,2.5,201.0
2025-05-31 23:00:00,-0.088,1.18,3.86,115.0
2025-06-01 00:00:00,0.201,0.94,2.07,202.0
2025-06-01 01:00:00,-0.106,0.18,5.12,151.0
2025-06-01 02:00:00,-0.417,0.68,6.83,139.0
2025-06-01 03:00:00,-0.089,1.61,3.27,151.0
2025-06-01 04:00:00,-0.244,0.58,3.95,241.0
2025-06-01 05:00:00,-0.822,1.36,5.34,193.0
2025-06-01 06:00:00,-0.119,0.77,4.26,144.0
2025-06-01 07:00:00,-0.205,0.32,4.25,211.0
2025-06-01 08:00:00,0.055,1.01,6.19,213.0
2025-06-01 09:00:00,-0.422,1.26,4.94,165.0
2025-06-01 10:00:00,-0.611,0.73,3.75,218.0
2025-06-01 11:00:00,-0.192,1.24,3.03,220.0
2025-06-01 12:00:00,-0.14,0.08,8.19,214.0
2025-06-01 13:00:00,-0.211,0.2,6.89,153.0
2025-06-01 14:00:00,-0.229,0.83,4.99,133.0
2025-06-01 15:00:00,-0.502,0.94,5.64,112.0
2025-06-01 16:00:00,-0.269,1.29,4.95,154.0
2025-06-01 17:00:00,-0.322,1.01,6.15,165.0
2025-06-01 18:00:00,0.034,0.27,4.51,169.0
2025-06-01 19:00:00,-0.14,0.84,4.88,178.0
2025-06-01 20:00:00,-0.304,0.99,6.08,249.0
2025-06-01 21:00:00,0.196,0.0,7.28,166.0
2025-06-01 22:00:00,-0.302,0.73,6.43,178.0
2025-06-01 23:00:00,-0.095,0.62,7.02,107.0
2025-06-02 00:00:00,-0.172,0.5,5.15,269.0
2025-06-02 01:00:00,0.278,0.96,4.78,127.0
2025-06-02 02:00:00,-0.108,0.3,3.2,152.0
2025-06-02 03:00:00,-0.101,0.92,5.61,208.0
2025-06-02 04:00:00,-0.165,0.98,5.98,190.0
2025-06-02 05:00:00,-0.081,1.19,5.16,246.0
2025-06-02 06:00:00,0.17,0.31,4.59,209.0
2025-06-02 07:00:00,0.081,0.16,7.02,177.0
2025-06-02 08:00:00,-0.123,0.87,6.28,222.0
2025-06-02 09:00:00,0.295,0.64,7.1,226.0
2025-06-02 10:00:00,0.088,1.92,4.38,154.0
2025-06-02 11:00:00,-0.24,0.94,4.67,219.0
2025-06-02 12:00:00,-0.475,0.78,6.97,171.0
2025-06-02 13:00:00,-0.234,0.69,5.47,176.0
2025-06-02 14:00:00,-0.027,0.27,4.84,186.0
2025-06-02 15:00:00,0.019,0.98,4.93,165.0
2025-06-02 16:00:00,0.21,0.73,5.51,163.0
2025-06-02 17:00:00,-0.404,0.73,6.73,219.0
2025-06-02 18:00:00,-0.24,0.8,5.33,119.0
2025-06-02 19:00:00,-0.425,0.85,6.47,138.0
2025-06-02 20:00:00,-0.465,0.06,6.09,207.0
2025-06-02 21:00:00,-0.287,1.09,4.47,177.0
2025-06-02 22:00:00,-0.039,0.42,4.47,220.0
2025-06-02 23:00:00,0.063,0.7,4.98,194.0
2025-06-03 00:00:00,-0.237,1.28,3.91,127.0
2025-06-03 01:00:00,-0.202,1.48,4.9,183.0
2025-06-03 02:00:00,-0.445,0.08,7.33,201.0
2025-06-03 03:00:00,0.054,0.78,5.48,189.0
2025-06-03 04:00:00,-0.183,0.87,4.6,161.0
2025-06-03 05:00:00,0.416,0.16,7.81,169.0
2025-06-03 06:00:00,0.102,1.08,4.4,158.0
2025-06-03 07:00:00,-0.043,0.81,4.36,127.0
2025-06-03 08:00:00,-0.16,0.84,6.99,121.0
2025-06-03 09:00:00,-0.374,0.4,6.31,196.0
2025-06-03 10:00:00,-0.342,0.93,5.36,145.0
2025-06-03 11:00:00,-0.156,1.1,6.51,203.0
2025-06-03 12:00:00,-0.175,0.81,5.88,156.0
2025-06-03 13:00:00,-0.25,0.56,4.09,127.0
2025-06-03 14:00:00,0.094,0.59,2.64,164.0
2025-06-03 15:00:00,0.129,0.85,4.83,264.0
2025-06-03 16:00:00,-0.115,0.78,6.82,176.0
2025-06-03 17:00:00,0.484,1.13,5.0,206.0
2025-06-03 18:00:00,-0.437,0.57,6.07,187.0
2025-06-03 19:00:00,0.015,0.28,5.74,124.0
2025-06-03 20:00:00,-0.055,0.91,3.48,238.0
2025-06-03 21:00:00,-0.138,0.57,5.03,170.0
2025-06-03 22:00:00,-0.174,1.08,5.95,128.0
2025-06-03 23:00:00,-0.002,0.77,4.57,160.0
2025-06-04 00:00:00,0.074,1.03,5.07,172.0
2025-06-04 01:00:00,0.032,0.36,5.98,210.0
2025-06-04 02:00:00,-0.195,0.83,5.59,153.0
2025-06-04 03:00:00,-0.274,0.49,6.76,285.0
2025-06-04 04:00:00,0.058,0.28,5.97,143.0
2025-06-04 05:00:00,0.03,0.43,4.36,204.0
2025-06-04 06:00:00,0.081,0.55,4.93,101.0
2025-06-04 07:00:00,0.103,1.27,5.53,175.0
2025-06-04 08:00:00,-0.0,0.54,7.11,195.0
2025-06-04 09:00:00,0.077,0.26,4.94,135.0
2025-06-04 10:00:00,-0.083,0.82,3.43,240.0
2025-06-04 11:00:00,0.511,0.78,6.04,197.0
2025-06-04 12:00:00,-0.07,0.57,4.6,167.0
2025-06-04 13:00:00,0.037,0.71,3.97,197.0
2025-06-04 14:00:00,-0.051,1.16,5.53,156.0
2025-06-04 15:00:00,-0.055,1.04,6.68,230.0
2025-06-04 16:00:00,0.136,1.0,4.82,221.0
2025-06-04 17:00:00,0.105,0.3,6.1,195.0
2025-06-04 18:00:00,0.015,1.92,6.33,204.0
2025-06-04 19:00:00,0.059,1.19,6.46,121.0
2025-06-04 20:00:00,-0.05,0.98,4.63,239.0
2025-06-04 21:00:00,0.231,0.3,4.16,176.0
2025-06-04 22:00:00,0.644,1.15,4.33,221.0
2025-06-04 23:00:00,-0.089,0.57,6.46,210.0
2025-06-05 00:00:00,0.333,0.7,6.3,220.0
2025-06-05 01:00:00,0.246,0.1,4.35,138.0
2025-06-05 02:00:00,0.402,0.28,8.06,143.0
2025-06-05 03:00:00,0.409,0.95,4.21,270.0
2025-06-05 04:00:00,0.286,1.18,6.7,119.0
2025-06-05 05:00:00,0.225,1.05,7.33,136.0
2025-06-05 06:00:00,0.126,1.04,5.63,182.0
2025-06-05 07:00:00,0.043,0.75,4.58,182.0
2025-06-05 08:00:00,0.21,0.61,4.61,158.0
2025-06-05 09:00:00,-0.087,0.89,5.19,205.0
2025-06-05 10:00:00,0.086,1.11,6.8,216.0
2025-06-05 11:00:00,0.511,0.78,4.06,179.0
2025-06-05 12:00:00,0.259,1.26,3.3,169.0
2025-06-05 13:00:00,0.458,0.69,5.94,179.0
2025-06-05 14:00:00,0.602,0.38,6.2,160.0
2025-06-05 15:00:00,0.19,0.77,7.86,112.0
2025-06-05 16:00:00,0.286,0.82,3.84,192.0
2025-06-05 17:00:00,0.159,0.74,5.34,211.0
